institution_code,institution_name
31510,Ketrawue (Tierra Fertil)
31511,Escuela De Parvulos Jardín Infantil Jorge Inostroza
31512,Escuela De Parvulos Sala Cuna Y Jardín Infantil Kids Sun
31513,Renacer De Villa Capponi
31514,Semillas Del Mañana
33003,Arturo Prat
31517,Escuela De Parvulos Sala Cuna Tai Tai
31518,Escuela Especial Y De Párvulos Hormiguita 2
31519,Jardin Infantil Y Sala Cuna Cal Y Sol De Integra
32000,Jardin Infantil Y Sala Cuna Abejitas Creadoras De Integra
32001,Jardin Infantil Y Sala Cuna Violeta Parra
32002,Piolin
32004,Escuela De Parvulos Nº2492 Jardín Infantil Ángel De La Guarda
32005,Escuela De Parvulos Sala Cuna Semillita De Esperanza
32006,Auqui
32007,Capullito
32008,Tevito
32010,Sala Cuna Y Jardin Infantil De Integra Semillitas
32011,Sala Cuna Y Jardin Infantil De Integra Manitos De Colores
32012,Sala Cuna Y Jardin Infantil De Integra  Rinconcito
32013,Sala Cuna Y Jardin Infantil De Integra Alberto Hurtado
32014,Sala Cuna Y Jardin Infantil De Integra  Matilde Salamanca
32015,Rinconcito De Luz
32016,Ayllu
32018,Jardin Infantil Y Sala Cuna Newen
32019,J.I Y S.C Siete Colores
32021,El Osito
32022,Centro Vitamina Costanera Center
32024,Centro Vitamina Plaza San Bernardo
32025,Centro Vitamina Barrio República
32026,Centro Vitamina San Francisco
32027,Centro Vitamina Estación Central
32029,Sala Cuna Y Jardin Infantil De Integra Eluney
32030,Burbujitas
32031,Mi Pequeño Olivito
32032,Escuela Especial De Lenguaje Tortuguita
32033,Sala Cuna Y Jardin Infantil De Integra Huerto Encantado
32035,Umuntu
32036,Rabito
32037,La Vega
32038,Colibrí
32039,Sala Cuna Y Jardín Infantil Altos De Pehuen
32040,Jardín Infantil  Niños Del Bosque
32041,Villa Cap
32042,Jardin Infantil Quillay
32043,Melodias De Colores
32044,Jardin Infantil Y Sala Cuna Valle De Cantores De Integra
22452,Colegio Mountain Green School
32045,Jardin Infantil Y Sala Cuna De Integra Raimilla
25271,Profesor Francisco Vergara Bobadilla
32046,Jardin Infantil Y Sala Cuna Fresia De Integra
32047,Jardin Infantil Y Sala Cuna Abejita
32049,Aukantun
32050,Jardín Infantil Y Sala Cuna Altamirano De Integra
32052,Jardin Infantil Y Sala Cuna Las Maquinitas
32053,Colegio El Ave Maria
32054,Escuela De Parvulos Jardín Infantil Los Americanos
32055,Escuela Especial De Lenguaje Amancay
32058,Escuela Especial De Lenguaje Santa Teresa
32059,Escuela Ecologica Pejerreyes
32060,Escuela Hospitalaria Clínica Bicentenario
32061,Sala Cuna Y Jardín Infantil El Castillo
32062,Sala Cuna Y Jardín Infantil Nicanor Parra
32063,Ji Y Sc Semillas De Punucapa
32064,Los Almendritos
32066,Eluney
32067,Betty
32073,Jardin Infantil Los Alerces
32074,S.C.Tesorito En Movimiento
32075,Tierra De Niños
32076,Sala Cuna Y  Jardín Infantil Renaciendo Sueños
32077,Escuela De Párvulos Sala Cuna Y  Jardín Infantil Sueños De Colores
32078,Sala Cuna Y Jardín Infantil Antú Ayen
32080,Jardín Infantil Bamboo
32081,Cuncunita
32083,Hijos De La Tierra
32084,Heroes Del Sol
32085,Sala Cuna Y  Jardín Infantil Mi Rayito De Alegria
32086,Sala Cuna Y Jardín Infantil Manitos Raiz De Libertad
32087,Bamby
32088,Mi Pequeño Mundo
32089,Cumbres Patagonicas
32090,Laguna Azul
32091,Caperucita Roja
32092,Los Ruiles De Chanco
32093,Vista Hermosa
22256,Centro Para La Estimulacion Del Lenguaje Inf
22257,Escuela Particular Porvenir
22259,Jardin Infantil Crispin
22260,Colegio Santa Ana
22261,Escuela Particular Pablo Neruda
22262,Colegio San Cristobal
22263,Colegio San Marcos
22265,Green Country School
22267,Escuela Herminda Jaramillo Quintana
22268,Escuela Particular Gabriela Mistral
22269,Escuela Particular Trafun Chico
22270,Liceo Nuestra Señora De Lourdes
22271,Colegio Luis Pasteur
22275,Colegio Particular Gracia Paz
32094,San Luis
32095,Pasitos De Ternura
32097,Jardin Infantil Y Sala Cuna Burbujitas
32098,Caminito Austral
32099,Los Chilcos
32100,Colegio Capianni
33004,Arenita
32104,Sala Cuna Y Jardín Infantil Nietos De Bello
32105,Piececitos De Niño
36295,Emboque Vi
32106,Los Petalitos
32107,Jardín Infantil Carita De Luna
32108,Bambi
32110,Puesta De Sol
32111,Carita De Luna
32112,Cuentos Magicos
32128,Arcoíris
32130,Mágica Estación
32131,Rinconcito Milenario
32133,Brotecitos De Luz
32134,Principito
32135,Las Dulzuras De Pulgarcito
32136,Ayelen
32137,Peter Pan
32138,Los Tiernecitos
32139,Jardín Infantil El Rincón De Los Sueños
32140,Escuela Básica Nº 211 Inclusiva Santa Maria
32141,Cardenal Raul Silva Henriquez
32103,Jardín Infantil Montessori Nido Del Sietecolores
32142,Pequeños Historiadores
32143,Millantú
32144,Mis Primeras Huellas
32145,Jardin Infantil Pablo Neruda
32147,Jardín Infantil Ricitos De Oro
32148,Capullito
32149,Sala Cuna Y Jardin Infantil De Integra Las Tacitas
32150,Jardin Infantil Y Sala Cuna Mi Pequeña Locomotora De Integra
32151,Sala Cuna Y Jardín Infantil Peumayen
32152,Sala Cuna Y Jardin Infantil De Integra Quillay
32153,Jardin Infantil Y Sala Cuna Nicanor Parra
32154,S.C. Huellitas
32155,Mi Pequeño Mirador
32156,Pingüinitos
32157,Amanecer De Florida
32158,Gotitas De Ternura
32159,Sagrada Familia
32160,Escuela Especial De Lenguaje Altazor
32161,Pasitos Al Volcán
32164,Mawenko
22386,Jardin Infantil `Tia Martita`
22387,Escuela Especial De Lenguaje Girasol
22388,Centro De Educ. De Adultos Sandrock
22390,Escuela Particular Candelaria
22394,Escuela Especial `Santa Helena`
22395,Jardin Infantil `Principito`
32165,San Antonio
32166,Sonrisas De Niño
32167,Flor De Aromo
32168,Jardin Infantil Y Sala Cuna Sunnyside
33001,Payasito
33002,Lobito Marino
33005,Florcitas Del Desierto
33007,Verde Esperanza
33008,Rayito De Luz
33009,Pequeño Morro
33010,Altos Del Mar
33011,Los Verdecitos Ceci
33013,Quri Mayiri
33014,Brumita
33015,Carita De Sol
33016,Purum Naira
33017,Camino Al Sol
33018,Santa Catalina
33019,Oasis Del Saber
33020,Intina Wawapa
33021,Jardin Los Naranjos
33022,Tortuguitas
33024,Arumanti
33025,Lucerito Dorado
33026,Aventuras De Aprender
33027,Arcoiris Del Desierto
33028,Magia De Aprender
33029,Rocio De Amor
33030,Mi Pequeño Mundo
33031,Nuevo Sol
33032,Uma Colla
33033,Inti Phaxsi
33034,Pequeños Pozitos
1047,Escuela Particular Valle Camisas
33052,Semillitas De Vida
33053,Dumbo
33055,Fundacion Minera Escondida
33057,Tortuguina
33058,Rabito
33059,Caracolito
24431,Colegio Haydn De La Florida
33060,Mi Banderita Chilena
33061,Las Gaviotas
33062,Los Patroncitos
33063,Esperanza
33064,Riqueza Escondida
33065,Rinconcito Feliz
33066,Pedacito De Sol
33067,El Oro
33069,Taquinki
33070,Mi Amanecer Feliz
33072,Arbolia
33073,Caballito De Mar
22456,Colegio San Pablo
33074,Portal De Belen
33075,Pankarita
33076,Sueño De Colores
33078,Killari
33079,Perlitas Del Desierto
33080,Trencito De Lulu
33081,Pedacito De Cielo
33086,Los Pecesitos
33087,Caballito De Mar
33088,Tamarugo
33089,Creciendo Juntos
33090,Inti-Llacta
33091,Mi Pequeño Oasis
33092,Mis Pasitos
33093,Lickan Panhi
33094,Sol Y Cobre
33095,Caracol Manta
33096,Nidito De Angeles
33097,Yackus Pauna
33098,Nido De Puri
33100,Los Conejitos Blancos
33565,Caperucita
33566,Putupur
33567,Jardin Infantil Y Sala Cuna Cuncunita Feliz
33568,Jardin Infantil Sueños De Luna Y Sol
33570,Jardin Infantil Y Sala Cuna Pequeño Paraiso
33571,Pequeños Pintores/Sendero
33573,Sol Y Tierra/Antumapu
33575,Esperanza De Altos De Serrano
33576,Alegre Despertar
33577,Las Acacias
33578,Santa Rosa Del Huerto
33579,Los Aromitos
33580,Josefina Huici
33581,Republica Palestina
33582,San Alberto Hurtado
33583,Pedro De Valdivia
33584,Villa Ohiggins
33585,Los Pitufos
33587,La Arboleda
33588,Las Florcitas
33589,Ilusion
22565,Colegio El Pilar
22566,Escuela Particular Bicentenario
22571,Centro De Estimulacion Temprana Inka Poyen
22573,Escuela Especial Taller Laboral Rie
22574,Escuela Especial De Lenguaje Crecer
22575,Jardin Infantil Gasparin
22578,Escuela Especial De Lenguaje Abracadabra
22579,Escuela Especial De Lenguaje Andorra
22580,Escuela Especial De Lenguaje Las Vocales
22581,Colegio Raices De Lemuy
22583,Jardin Infantil Carrusel
33101,Chañarcito
33102,Lickan Antai
25895,Colegio Santiago De Pudahuel
33103,Sol Del Norte
33105,Nubecita De Jauna
33106,Ardillita
33107,Los Patroncitos
33108,Estrellita Del Pacifico
33109,Camaroncito
33111,Rabito
33112,Aprendiendo Juntos - Radial
33113,Girasol
33114,Lucerito
33115,Juan Pablo Ii
33116,Los Cerritos
33117,Inti-Marka
33119,Semillitas De Plata
33120,Alicanto
33122,Gotitas Del Desierto
33123,S.Cuna Mayor Manuel Rodriguez
33125,Ollantay - Copiapo
33130,Pueblito De San Fernando
33131,Punta Negra
33132,Atacamita
33133,Corona Del Inca
33134,Añañucas
33137,Colonias Extranjeras
33138,Manitos Traviesas
33139,La Araucana
33140,Olitas De Mar Laboral
33141,Mi Pequeña Estrella
33142,Desierto Florido
33144,Patroncito Del Valle
33145,Nantoquitos Del Valle
33146,La Casita De Gabriela
33147,Caracolito
33148,Tortuguita
33150,Arco Iris
33151,Blanca Nieves
33153,Victoria Del Inca
33154,Incahuara
33155,Pelusita
33156,Verito Cortes Alcayaga
33157,Rayito De Sol
33158,Trencito
33159,Las Palomitas
33160,Las Motitas Del Desierto
33161,Pablo Neruda
33162,Isidora Aguirre
33163,Membrillar
33164,Jardin Vista Alegre
33165,El Nevadito
33167,Sendero De Esperanza
33168,Semillitas De Amor
33169,Frutitos Del Valle
33182,Villa Alegria
33184,Colonial
33185,Manitas Pequeñas
33186,Los Papayitos
33187,Jardín Infantil Y Sala Cuna Los Pastorcitos
33188,Los Pelusitas Del Brillador
33189,Dientes De Leche
33190,Las Tortuguitas
33191,Catita De Oro
33192,Chiquitin
33193,Chispita De Oro
33194,Caracolito
33195,Capullito De Los Llanos
33196,Los Pequeños Carreritas
33198,Estrellita Del Oriente
33200,Las Añañucas
33201,Transmitiendo Cultura Y Amor
33203,Nuestro Pequeño Mundo
33204,Los Payasitos
33205,Jardin Infantil Y Sala Cuna El Arrayan
33206,San Ignacio
33207,Los Pecesitos
1048,Liceo Nicolas Federico Lohse Vargas
33208,Suyai
33209,Rayito De Luz Y Esperanza
33210,Pucara
33211,Jardín Infantil Y Sala Cuna Pequeñitos Del Valle
33212,Castillo De Milagros
33213,Arcoiris De Sueños
33214,Arboliris
33215,El Hinojitos
33217,Jardín Infantil Y Sala Cuna Pujllay
33218,Valle De Encuentro La Pampa
33219,Jardín Infantil Y Sala Cuna Max Schmidt
41939,Jardin Hpm
33221,La Estrella
33222,Ruiseñores De Los Porotitos
33223,Jardín Infantil Y Sala Cuna Los Girasoles
33224,Pin-Pon
33225,Jardin Infantil Y Sala Cuna Pillín
33226,Girasol
33227,Los Grillitos
33229,Las Ardillitas
33230,San Alberto Hurtado
33231,Pequeño Pirata
33232,Mundo Compartido
22741,Escuela Especial De Lenguaje Raimapu
22742,Escuela Especial De Lenguaje Abracadabra
22743,Garden College
22744,Escuela De Lenguaje Amankay
22745,Jardin Infantil Trencito De Los Sueños
22747,Centro Educativo Sagrado Corazon De Jesus
22749,Escuela Particular Country School
22752,Liceo Bicentenario De Excelencia Agricola Tecnologico Werner Grob Stolzenbach
22753,Escuela Particular Adonai
22754,Ctro. Educ.Estim. Integral Huelemu
33234,Castillito De Arena
33235,Risitas
33236,Juan Pablo Ii
33237,Pedacito De Cielo
33238,Sto. Tomas De Aquino
33239,Fernando Binvignat
33240,Estrellita De Mar
33241,Jardín Infantil Intercultural
33242,San Rafael
33243,Mundo De Paz
33244,Corazones Magicos
33245,Escuela Bilbao
33246,Rincon Feliz
33248,Jardín Infantil Nidito De Amor
33249,Las Almejitas Donde Estudiar E
33251,Bellamar
33252,Los Cariñositos
33253,Jardin Infantil Catita De Oro
33254,Jardin Infantil Y Sala Cuna Carolina Wiff
33258,Chispitas De Amor
33259,Rayitos De Oro
33260,Un Mundo De Amor
33261,Jardín Infantil Soles De Oro
33262,Capullito
33282,Arco Iris
33283,Campanitas De Cobre
33284,Luz Del Valle
33285,Los Pequeños Chamanteros
33286,Sonrisitas De Niños / As
33287,Mishky Puñuy
33288,Jardin Infantil Piececitos De Niños
33289,Jardin Infantil Girasoles De Elqui
33290,Abejitas Doradas
33291,Jardin Infantil Espejitos De Sol
33292,Cash Gualliguaica
33294,Ceci Portal De Pucara
33296,Tom Y Jerry
33297,Mi Pequeño Tesoro
33298,Mi Primer Horizonte
33299,Mi Mundo Pequeño
33301,Rayito De Sol
33302,Principito Feliz
33303,Los Grillitos
33304,Los Cariñositos
33305,P. Aprendiendo Juntos/Radial
33306,Copito De Nieve
33307,Semillitas Del Choapa
33308,Hormiguitas
33309,Semillitas Del Saber
33310,Limahuida
33313,Las Palomitas
33315,Pequeños Tesoros Construyen Fu
33316,Jardin Infantil  Los Pececitos
33318,Los Conejitos
33319,Carrusel
33320,S.Cuna Federico Lohse
33321,Felipe Y Carola
33322,Angelitos De Amor
33323,Nidito De Angel
33324,Miramar
33325,Jardin Infantil Mi Pequeño Mastodonte
33326,Jardín Infantil Blanca Nieves
33327,Ternura
33329,El Arbol Del Conocimiento
33330,Los Enanitos
33332,El Lobito
33333,Los Conejitos
33334,Sol Naciente
33335,Los Siete Enanitos
33336,Los Cariñositos
33337,Las Abejitas
33338,Arco Iris
33339,El Pollito
33340,Orillitas De Rio
33341,Huellitas De Esperanza
33342,Los Loritos
33343,Arte De Soñar
33344,Campanita
33346,Pin-Pin Serafin
33347,Jardín Infantil Campanita De Peter Pan
33348,Sala Cuna Y Jardin Infantil Solcito Del Valle
33349,El Tren De Los Niños
33350,Los Conejitos
33351,Semillita
33352,Las Ardillitas
33353,Santa Maria
33354,Los Grillitos
33355,Las Guinditas
33356,Selim Dabed Golott
33357,Los Campesinitos
33358,Los Peques
24420,Escuela Basica Colegio Villa Logrono
24423,Colegio San Juan Diego
24426,Escuela Particular Philippe Cousteau
24427,Colegio San Viator
24428,Escuela Básica Particular Arcángel De María
24438,Colegio Merryland
24442,Escuela Especial Open Door
24443,Liceo Municipal Chiloe
24446,Complejo Educacional Ernesto Muller Lopez
24448,Colegio Artistico El Salvador Anexo
24454,Colegio De Adultos Fedeso
24459,Colegio Betania
24461,Escuela De Parvulos N°1246 El Olympo
24444,Liceo Industrial Hardware
24464,Escuela Basica Mercedes Marin Del Solar
24473,Colegio Tec.Hoteleria Y Gastronomia Achiga Co
33360,Los Pecesitos
33361,Los Cariñositos
33363,Los Peques
33364,Nubecita
33365,Pepitas De Oro
33366,Los Acacios
33367,Sueñitos Del Mañana
33368,Estrellita
33369,Sala Cuna Los Sauces
33370,Semillitas Del Futuro
33371,Jardin Infantil Tus Primeros Pasos
33372,Jardín Infantil Arcoiris
33373,Jardin Infantil Y Sala Cuna Los Grillitos
33374,Jardin Vtf Valle De Irqui
33375,San Jose Obrero
33377,Rayito De Sol
33378,Lomas De Tuqui
33379,Los Picapiedras
33380,Rayito De Sol
33381,Los Molinitos
33382,Campanita
33383,Estrellitas Del Futuro
33384,Mis Primeros Pasos
33385,Semillitas De Amor
33386,Los Conejitos
33387,Pelusitas
33388,Manzanita
33389,Colosito
33390,Pulgarcito
33391,Caracolitos
33392,Montañitas
33394,Calabacitas
33395,Cash El Maqui
33396,Rayito De Sol
33397,Los Zorzalitos
33398,Abejitas Traviesas
33399,Capullos De Rapel
33421,Peti Mahatu
33422,Luna
33423,Ramaditas
33424,Providencia
33425,Jorgito
33427,Jardin Infantil Y Sala Cuna Sauce De Luz
33428,Escuela Florida
33429,Conejito Blanco
33430,Colmenita
33431,Chico Mark
24736,Escuela De Parvulos N°1372 Los Copihuitos
24738,Escuela Parvulos Pin Pin Serafin
24739,Escuela De Parvulos N°1475 Pin Pin Serafin N° 2
24740,Escuela De Parvulos N°1476 The Children`s Wordl
24742,Escuela Especial Particular Crecer
24752,Esc.Parvulos Hermanas De Betania
24754,Ceia Georgina Salas Dinamarca
33432,Pelayines
33433,Pequeños Genios
33434,Tortuguitas
33435,Joyita Del Pacifico
33436,Mi Pequeño Puerto
33437,Valparaniños
33438,Cerro Alegre
33439,Maria Del Puerto Claro
33440,Peumayen
33441,Pequeños Pasos
33442,Jardin Infantil Y Sala Cuna Volantin De Colores
33444,Cuncunita
33445,Barney
33446,La Laguna
33447,Ceci Tio Jorge
33448,Pequeños Heroes
33449,Papelucho
33450,El Valle De Alberto
33451,Canto Del Bosque
33452,Abejita De Miel
33454,Conconcito
33455,Puente Colmo
33456,Mauquitos
33458,El Caracol
33459,Jardin Infantil Y Sala Cuna Sandalito
33461,Semillita
33462,Caballito De Mar
33463,Sirenita
33464,Renacer
33465,Los Conejitos
33466,Mi Mundo Feliz
33467,Pmi-Amanecer
33468,Pmi-Nube Luz
33469,Pmi-Los Pajaritos
33470,Pmi-Las Estrellitas
33471,Pmi-Las Abejitas
33472,Pmi-Los Niños De Puchuncavi
33473,Valle De Narau
33475,Pequeños Piratas
33476,Burbujitas De Sueños
24832,Instituto Docencia
24836,Colegio San Isidro
24840,Colegio De Adultos Instituto Tabancura Sede Londres
24842,Colegio La Fontaine
24843,Colegio Poliv. San Luis Beltran
24850,Escuela De Parvulos N°1527 Alexander Montessori
24985,Colegio Kendal English School Anexo
24851,Escuela De Parvulos N°1528 Mi Rincon
24854,Escuela Anexo Basica Part.Villa Lourdes
24856,Escuela Basica Tegualda
24857,Colegio Creces Anexo
24861,Escuela De Parvulos N°1532 Los Dos Ratoncitos
24864,Colegio San Cristobal De Las Casas
24868,Es.Esp.Part.Puerta Abierta
24874,Colegio San Bartolome De Nos
24875,Escuela  Especial Part.Pudahuel Norte
33477,Michelle Bachellet Jeria
33478,Rayito De Sol
33479,Banderita
33480,Jardin Infantil Y Sala Cuna Los Pinitos
33481,Jardin Infantil Y Sala Cuna Estrellita Del Futuro
33482,Rayito De Sol
33483,Melodia
33484,Tia Coty
33485,Brotes Nuevos
33486,Semillitas De Esperanza
33487,Mi Dulce Villa
33489,Tia Virginia
33490,Los 7 Enanitos
33492,Pequeños Pasitos
33498,Las Palmeritas
33499,Los Conejitos
33500,Los Leoncitos
33501,Los Grillitos
33502,Las Tortuguitas
33504,Los Peques
33505,Lucerito
33506,Pitufos Re-Creativos
33508,Pmi-Manitos A La Obra
33509,Hare Nga Poki
33511,Lucy Mahatu Riva Riva
33512,Fosforito
33513,Rayito De Luz
33514,Portalitos De Daniela
33515,Luz De Luna
33516,Sala Cuna Y Jardin Infantil Mi Mundo De Colores
33517,Sala Cuna Y Jardin Infantil Cuncuna Rayito De Luna
33518,Pasitos Andinos
33519,Mis Primeros Pasos
33520,Rinconcito
33521,Estrellita Del Valle
33522,Los Angelitos
24972,Escuela Bas. Nuestra Senora Maria Inmaculada
24977,Colegio Mayor Tobalaba
24978,Colegio Part.Politecnico Eyzaguirre
24980,Escuela Especial Part.Ana Cruchaga T.
24983,Escuela Basica N°102 Querubin School
24986,Colegio Centenario
24987,Escuela Andes Del Sur
24988,Colegio Almenar Del Maipo
24989,"Complejo Educ. Luis Pasteur, Anexo"
24995,Colegio San Fernando De Puente Alto
24997,Escuela Santa Maria De Penalolen
25897,Escuela Part. Instituto S.A
25001,Colegio Greenland School
25002,Escuela Basica Padre Alberto Hurtado
25005,Esc. Bas.San Agustin De Cerrillos
25452,Colegio Trebulco
33523,Los Cariñositos
25204,Esc.Esp.Oncol.Hosp.Roberto Del Rio
33525,Pmi-A Los Pies Del Arco Iris
33526,Santa Teresa
33527,Pulmahue
33528,Manitos De Colores
33529,Manitos De Angel
33530,Jardin Infantil Y Sala Cuna Vtf Cuncunita
33531,Humberto Basulto
33532,Sonrisitas
33533,Clavelito
33534,Pequelandia
33535,Los Pecesitos
33536,Gotitas De Amor
33547,Barquito De Papel
33548,Lamparita
33549,Mundo De Peques-Chincolco
33550,Mis Primeros Pasos
33551,Pmi-Risitos De Oro
33590,Los Rabuquitos
33591,Virgen De Petorquita
33592,Los Trencitos De Ocoa
33593,Leonardo Da Vinci
33594,Los Paltines
33595,Maria Alonso Chacon
33596,Domingo Santa Cruz Wilson
33597,La Peña
33598,Meloncito
33599,Santa Maria De La Esperanza
33600,Pmi-Sonreir Es Vida
33601,Pmi-Nuestros Hijos
33602,Caracolito
33630,Jardin Infantil Caritas De Angel
33631,Jardin Infantil Los Prados
33632,Jardin Infantil Los Maitenes
33633,Jardin Infantil Madre Tierra
33634,Ceci San Enrique
33635,Caritas Felices
33637,Las Cuncunitas
33638,Sol Naciente
33639,Los Pinguinitos
33640,El Rincon De Los Angelitos
33641,Almendritas
33642,Burbujitas De Colores
33643,El Castillo De Colores
33644,Conejitos Saltarines
33645,Jardin Infantil Y Sala Cuna Creciendo En Las Acacias
33646,J.Comunicacional 7-8
33647,Pepelin
33648,Pmi-Nuestro Sueño
33655,La Casita Del Sol(Copihue)
25046,Centro Profes..De Estimulos De Lenguaje
25048,Colegio Castelgandolfo
25050,Colegio Particular San Mateo
25054,Colegio De Adultos Casa De Estudios Futuro
33657,Rayito De Sol
33658,Los Menesitos
33659,Mazorquita
33660,Semillitas De Amor
33661,Los Capullitos
33662,Las Luciernagas
33663,Mirasol
33664,Tipitin
33665,Enanitos Del Bosque
33666,Pakarin
33668,Huipu-Peikiññ
33669,Millahue
33671,Antu Yampai
33672,Jardin Infantil Y Sala Cuna Mundo De Alegria
33673,Pmi-Los Manantiales
33674,Jardin Infantil Pulgarcita
33675,Jardin Infantil Castillo De Alegria
33676,Jardin Infantil Campanitas De Jahuel
33677,Pmi-Crezcamos Sanamente
33678,Pichiche
33679,Valle De Sol
33680,Las Tortolitas
33681,Ayelen
33682,Sol Naciente
33683,Pulgarcito
33685,Kunga
33686,Mi Dulce Mundo
33687,Arcoiris
33689,Pequeños Olimpicos
33690,Jardin Infantil Y Sala Cuna Arbolitos De Sueños
33691,Pmi-Solcito De Las Rozas
33692,Pmi-Carrusel Magico
33694,Bernarda Morin
33710,Nubelu
33711,Agualuna
33712,Entresueños
33713,Jardin Infantil Y Sala Cuna Sembrando Juegos
25130,Colegio Los Ceibos
25196,Pierre Teilhard De Chardin
25198,Colegio Santa Maria De Maipu
25199,Colegio Amancay De La Florida
25201,Escuela Bas. Y Esp. N_ 115 Renacer
25202,Colegio  Pumahue Huechuraba
25208,Esc. Esp. Ntra Sra. Del Buen Consejo
25209,Colegio Especial Fundac.Nuestros Hijos
25210,Esc. Basica N_ 116 Oncolog. Dr. Sotero Del
25211,Escuela Part.Especial Corpameg
25212,Instituto Nacional De Rehabilitacion Pac
25216,Esc. Especial San Antonio De Puente Alto
25217,Esc. Especial Artesanos De La Vida
33714,Pef. Villa Alemana
33716,Ceci Pequeños Molinos
33718,Ceci Ayekantun
33719,Los Cantaritos
33721,Capullito
33722,Lucero
33723,Pulgarcito
33724,Los Traviesos
33725,Manitos De Colores
33727,Nuestra Senora De Lourdes
33728,Santa Gemita
33729,Jardin Infantil Dintrans
33730,Benjamita
33731,Maestras Pias Venerini
33732,Ventanita De Ilusion
33733,Santa Teresita
33735,Padre Pio
33736,San Ignacio
33737,Pilar Ruisenor
33738,Rincon De Los Suenos
33739,Cumbres
33760,Los Pitufos
33761,Sagrada Familia
33762,Sala Cuna Rayito De Luna
33763,Sala Cuna Dulces Suenos
33764,Los Carinositos
33766,Ceci Palmeria
33767,Semillitas
33769,Los Pecesitos
25206,Escuela Particular Christ School Maipú
25197,Colegio San Valentin De Maipu
33771,La Cebada
33772,Rapel Huapi (Ceci)
33773,Sala Cuna Manzanitas Magicas
33774,Girasol
33775,Las Cabras Llaveria
33776,Ayelen
33777,Rayitos De Luz
33778,Los Carinositos
33780,Tia Mirella
33781,Los Tricahutos Coya
33783,El Maiten
33784,Amanaki
33785,Santa Teresa
33786,Pequeno Duende
33787,Los Enanitos
33788,Los Carinositos
33789,Los Amiguitos De Malloa
25263,Esc.Esp.El Principito De El Bosque
25264,Escuela Especial De Lenguaje Rayun
25273,Escuela Esp. Part. Educ. Laudelina Araneda
25300,Esc.Bas.Nuevos Castanos De Maipu
33790,Cuncunita
33791,El Trencito
33792,Los Puntitos
33793,Huellas De Ninos
33794,Creando Suenos
33795,Gasparin
33797,Los Enanitos
33798,Ceci De Olivar Bajo
33800,Peumo Centro
33802,Jardin Infantil El Porvenir
33803,Los Naranjitos
33804,Renacer
33805,Rabito
33806,Los Pollitos
33807,La Cuncunita
33809,Los Tiernecitos
33810,Frutitos Del Campo
33811,Rayito De Sol
33812,Pasitos De La Orilla
33813,Rueditas De Larmahue
33814,Manzanita
33816,Las Palomitas
33817,La Hormiguita
33818,Los Chanchitos
33819,Padre Hurtado
33820,Los Naranjitos
33821,Jardin Los Lobitos
33822,La Cuncunita
33823,La Oruguita
33824,Diente De Leche
33825,Colorin Colorado
33826,Arco Iris
33827,Manitos Magicas
33828,Caritas Felices
33830,Tiritas De Papel
33831,Mis Primeros Pasos
33858,Manitos Blancas
33859,Manitos Pequeñas
33860,Frutillitas
33861,Los Pececitos
33862,Ceci Pupuya
33864,Los Botecitos
33865,Las Ardillitas
33866,Ceci Paredones San Pedro
33867,El Quillay
25381,Esc. Especial Part. Reyes De Espana
25382,Colegio Saint Charles College La Florida
25383,Esc. Esp. Cent. Des. Integ. De La Comun. Adon
25384,Escuela Especial 1768 Renacer
25386,Colegio Particular Novo Mundo
25387,Colegio Particular San Sebastian De Quilicura
25389,Colegio `Emprender Obispo Alvear`
25390,Esc.Basica Part. Aconcagua De Pudahuel
25392,Escuela Especial Particular Angeles
25393,Colegio Quinto Centenario Cordillera
33869,Heidi
33870,Rayito De Sol
33872,Manitos De Angel
33873,Rayo De Luz
33874,Copito De Nieve
33875,El Trencito
33876,La Abejita
33878,Los Lingues
33890,Ceci Candelaria 1
33891,Carinositos
33892,Semillita
33893,Cielo Azul
33895,Rinconcito Feliz
33896,El Rinconcito De Los Sueños
33897,Luz De Esperanza
33898,Nuestra Senora De La Merced
33899,Bambi
33900,Arcoiris
33901,San Jose
33902,Angelitos
33903,Cangrejitos
33904,Mi Primera Experiencia
33905,Menbrillito (Pmi)
33906,Campanita
33907,Lagrimita
33908,Milagritos
33909,Corazon De Niño
33910,Gotitas De Luna
33911,Orillita De Rio
33912,La Esperanza
33914,Girasol
33915,Mi Tesoro
33916,Los Grillitos
33917,Oruguita
33920,Pestañitas
33921,Los Pampanitos
33922,Sala Cuna Gotitas De Amor
33932,Sala Cuna Milagro
34677,Casablanca
33933,Don Horacio
33934,Guindo Alto
33935,La Finca Yaquil
25434,Colegio Particular Forjadores
25436,Colegio Part. Sochides Renca
25437,Esc. Basica Y Esp.  El Nazareno
25440,Escuela Especial Adennun N_ 2
25442,Colegio Talagante Garden School
25443,Esc  Esp Part  Puerta Del Sol De La Reina
25899,Liceo Jose Abelardo Nuñez Nº 4
25447,Colegio Valle De Mallarauco
25448,Centro Educ. Nino Dios De Malloco
25450,Colegio Saltairam
25451,Esc. Esp. Ntra. Sra. Del Buen Consejo I
25458,Colegio Polivalente Falcon College
33936,El Nido De Angeles
33937,Las Maravillas Del Saber
33938,Rincon De Yaquil Pmi
33939,Frutillita
33940,Osito Pandy
33941,Los Enanitos
33942,Bamby
33943,Blanca Nieves
